"","reference_no","pubyr","author1last","author2last","reftitle","doi","publication_type","complete_aff","grid_code","samp_country","aff_country1","aff_country2","aff_country3","aff_country4","aff_country5","aff_country6","aff_country7","aff_country8","aff_country9","aff_country10","aff_country11","aff_country12","aff_country13","aff_country14","aff_country15","aff_country16"
"2401","69025",2016,"AlcalÃƒÂ¡","Lockley","Evaluating the dinosaur track record: an integrative approach to understanding the regional and global distribution, scientific importance, preservation, and management of tracksites","","book chapter",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"2418","60474",2016,"Ataabaadi","Oral","The fossil record of marine mammals from Iran","","abstract",NA,"","Iran","Unknown","","","","","","","","","","","","","","",""
"2443","65925",2016,"Bean","Vermeij","Califostoma: A new genus of Neogene muricid gastropods from the northeastern Pacific and its relationship to the living South American genus Crassilabrum","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"2487","69056",2016,"Castanera","Santos","Iberian sauropod tracks through time: variations in sauropod manus and pes track morphologies","","book chapter",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"2496","69083",2016,"Cobos","GascÃƒÂ³","Dinosaur tracks as ""four-dimensional phenomena"" reveal how different species moved","","book/book chapter",NA,"","Spain","Unknown","","","","","","","","","","","","","","",""
"2561","64453",2016,"Gaudioso","Gasparini","Paleofauna del Pleistoceno de Termas de Rio Hondo, Santiago del Estero, Argentina","","abstract",NA,"","Argentina","Unknown","","","","","","","","","","","","","","",""
"2580","69058",2016,"Hall","Fragomeni","The flexion of sauropod pedal unguals and testing the substrate grip hypothesis using the trackway fossil record","","book chapter",NA,"","Portugal","Unknown","","","","","","","","","","","","","","",""
"2586","61404",2016,"Henderickx","Boone","The basal pseudoscorpion family Feaellidae Ellingsen, 1906 walks the Earth for 98,000,000 years: an new fossil genus has been found in Cretaceous Burmese amber (Pseudoscorpiones: Feaellidae)","","journal article",NA,"","Myanmar (Burma)","Unknown","","","","","","","","","","","","","","",""
"2591","69081",2016,"Hornung","BÃƒÂ¶hme","Diversity, ontogeny, or both? A morphometric approach to iguanodontian ornithopod (Dinosauria: Ornithischia) track assemblages from the Berriasian (Lower Cretaceous) of northwestern Germany","","book chapter",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"2644","60310",2016,"Korn","Bartzsch","The last representatives of the late Famennian posttornoceratid ammonoids in Central Europe","10.1127/njgpa/2016/0594","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"2645","60310",2016,"Korn","Bartzsch","The last representatives of the late Famennian posttornoceratid ammonoids in Central Europe","10.1127/njgpa/2016/0594","journal article",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"2646","60310",2016,"Korn","Bartzsch","The last representatives of the late Famennian posttornoceratid ammonoids in Central Europe","10.1127/njgpa/2016/0594","journal article",NA,"","Poland","Unknown","","","","","","","","","","","","","","",""
"2647","60310",2016,"Korn","Bartzsch","The last representatives of the late Famennian posttornoceratid ammonoids in Central Europe","10.1127/njgpa/2016/0594","journal article",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"2659","60454",2016,"Landau","da Silva","Systematics of the Gastropods of the Lower-Middle Miocene Cantaure Formation, ParaguanÃƒÂ¡ Peninsula, Venezuela","","serial monograph",NA,"","Colombia","Unknown","","","","","","","","","","","","","","",""
"2660","60454",2016,"Landau","da Silva","Systematics of the Gastropods of the Lower-Middle Miocene Cantaure Formation, ParaguanÃƒÂ¡ Peninsula, Venezuela","","serial monograph",NA,"","Venezuela","Unknown","","","","","","","","","","","","","","",""
"2681","69072",2016,"Lockley","Harris","Two-toed tracks through time: on the trail of Ã¢â‚¬Å“raptorsÃ¢â‚¬Â and their allies","","book chapter",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"2682","69072",2016,"Lockley","Harris","Two-toed tracks through time: on the trail of Ã¢â‚¬Å“raptorsÃ¢â‚¬Â and their allies","","book chapter",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"2683","69072",2016,"Lockley","Harris","Two-toed tracks through time: on the trail of Ã¢â‚¬Å“raptorsÃ¢â‚¬Â and their allies","","book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"2704","69001",2016,"Matthews","Noble","Close-range photogrammetry for 3-D ichnology: the basics od photogrammetric ichnology","","book chapter",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"2740","74316",2016,"Niu","Li","Paleogene calcium algae fossils and sedimentary environment in Yadongduna area, southern Tibet","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"2745","70263",2016,"Osborn","Mooi","Additions to the Eocene echinoid fauna of the southeastern United States, including a new genus and species of prenasterid heart urchin","","journal article",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"2795","69161",2016,"Richter","BÃƒÂ¶hme","Too many tracks: preliminary description and interpretation of the diverse and heavily dinoturbated Early Cretaceous Ã¢â‚¬Å“Chicken YardÃ¢â‚¬Â ichnoassemblage (Obernkirchen tracksite, northern Germany)","","book chapter",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"2856","69082",2016,"Stevens","Ernst","Uncertainty and ambiguity in the interpretation of sauropod trackways","","book chapter",NA,"","Switzerland","Unknown","","","","","","","","","","","","","","",""
"2991","62661",2015,"Carnevale","","Middle Miocene wrasses (Teleostei, Labridae) from St. Margarethen (Burgenland, Austria)","10.1127/pala/304/2015/124","journal article",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"3002","57666",2015,"Clack","Milner","Handbook of Paleoherpetology, Part 3A1: Basal Tetrapoda","","book",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3003","57666",2015,"Clack","Milner","Handbook of Paleoherpetology, Part 3A1: Basal Tetrapoda","","book",NA,"","Ireland","Unknown","","","","","","","","","","","","","","",""
"3004","57666",2015,"Clack","Milner","Handbook of Paleoherpetology, Part 3A1: Basal Tetrapoda","","book",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"3005","57666",2015,"Clack","Milner","Handbook of Paleoherpetology, Part 3A1: Basal Tetrapoda","","book",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"3007","27487",2015,"Clapham","","Personal Opinions","","",NA,"","India","Unknown","","","","","","","","","","","","","","",""
"3008","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Bhutan","Unknown","","","","","","","","","","","","","","",""
"3009","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Iran","Unknown","","","","","","","","","","","","","","",""
"3010","27487",2015,"Clapham","","Personal Opinions","","",NA,"","United Kingdom","Unknown","","","","","","","","","","","","","","",""
"3011","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Ethiopia","Unknown","","","","","","","","","","","","","","",""
"3012","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Switzerland","Unknown","","","","","","","","","","","","","","",""
"3013","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Bolivia","Unknown","","","","","","","","","","","","","","",""
"3014","27487",2015,"Clapham","","Personal Opinions","","",NA,"","antarctica","Unknown","","","","","","","","","","","","","","",""
"3015","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Kazakhstan","Unknown","","","","","","","","","","","","","","",""
"3016","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Indonesia","Unknown","","","","","","","","","","","","","","",""
"3017","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Colombia","Unknown","","","","","","","","","","","","","","",""
"3018","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Japan","Unknown","","","","","","","","","","","","","","",""
"3019","27487",2015,"Clapham","","Personal Opinions","","",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"3020","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Austria","Unknown","","","","","","","","","","","","","","",""
"3021","27487",2015,"Clapham","","Personal Opinions","","",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"3022","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
"3023","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Madagascar","Unknown","","","","","","","","","","","","","","",""
"3024","27487",2015,"Clapham","","Personal Opinions","","",NA,"","New Zealand","Unknown","","","","","","","","","","","","","","",""
"3025","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Peru","Unknown","","","","","","","","","","","","","","",""
"3026","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Australia","Unknown","","","","","","","","","","","","","","",""
"3027","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Egypt","Unknown","","","","","","","","","","","","","","",""
"3028","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Denmark","Unknown","","","","","","","","","","","","","","",""
"3029","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Ukraine","Unknown","","","","","","","","","","","","","","",""
"3030","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Oman","Unknown","","","","","","","","","","","","","","",""
"3031","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Mexico","Unknown","","","","","","","","","","","","","","",""
"3032","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Malaysia","Unknown","","","","","","","","","","","","","","",""
"3033","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Pakistan","Unknown","","","","","","","","","","","","","","",""
"3034","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Myanmar (Burma)","Unknown","","","","","","","","","","","","","","",""
"3035","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3036","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Russia","Unknown","","","","","","","","","","","","","","",""
"3037","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"3038","27487",2015,"Clapham","","Personal Opinions","","",NA,"","Romania","Unknown","","","","","","","","","","","","","","",""
"3039","27487",2015,"Clapham","","Personal Opinions","","",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"3048","54034",2015,"Database","","","","",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"3049","54744",2015,"Database","","","","",NA,"","France","Unknown","","","","","","","","","","","","","","",""
"3050","54744",2015,"Database","","","","",NA,"","United States","Unknown","","","","","","","","","","","","","","",""
"3051","54744",2015,"Database","","","","",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3425","54952",2014,"Bell","Sissons","New saurolophine material from the upper Campanian-lower Maastrichtian Wapiti Formation, west-central Alberta","","book chapter",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3447","54993",2014,"Brink","Zelenitsky","Cranial morphology and variation in Hypacrosaurus stebingeri (Ornithischia: Hadrosauridae)","","book chapter",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3511","52455",2014,"Dalsatt","Ericson","A new Enantiornithes from the Early Cretaceous of China","","journal article",NA,"","China","Unknown","","","","","","","","","","","","","","",""
"3513","51521",2014,"Database","","T. M. P. database","","",NA,"","Canada","Unknown","","","","","","","","","","","","","","",""
"3525","64528",2014,"Di Patti","","Gli odontoceti del Museo Geologico Ã¢â‚¬Å“G. G. GemmellaroÃ¢â‚¬Â di Palermo","","journal article",NA,"","Italy","Unknown","","","","","","","","","","","","","","",""
"3526","66835",2014,"Diedrich","","Marine Lariosaurus (Sauropterygia) records from the Middle Triassic Germanic Basin Ã¢â‚¬â€œ stratigraphic and palaeobiogeographic importance for Tethyan and Germanic Basin correlation","","journal article",NA,"","Germany","Unknown","","","","","","","","","","","","","","",""
